step,domain,loss,bhaya_fired,bhaya_firing_rate,buddhi_score,vairagya_protection_frac,karma_pruned_frac,prana_level
0,0,1.244383,False,0.0,0.027014379637878443,0.0,0.0,1.0
1,0,1.186861,False,0.0,0.02743813109833486,0.1,0.0,1.0
2,0,1.127513,False,0.0,0.0278683392006816,0.1,0.0,1.0
3,0,1.559633,False,0.0,0.028305096310927595,0.1,0.0,1.0
4,0,0.83581,False,0.0,0.02874849592653997,0.1,0.0,1.0
5,0,0.359669,False,0.0,0.02919863268418474,0.1,0.0,1.0
6,0,1.100474,False,0.0,0.02965560236730284,0.1,0.0,1.0
7,0,1.412234,False,0.0,0.03011950191351196,0.1,0.0,1.0
8,0,0.631372,False,0.0,0.030590429421823905,0.1,0.0,1.0
9,0,0.696693,False,0.0,0.03106848415966741,0.1,0.0,1.0
10,0,0.380864,False,0.0,0.03155376656970557,0.1,0.0,1.0
11,0,0.93882,False,0.0,0.03204637827643718,0.1,0.0,1.0
12,0,0.064807,False,0.0,0.032546422092570575,0.1,0.0,1.0
13,0,0.900998,False,0.0,0.03305400202515856,0.1,0.0,1.0
14,0,0.513706,False,0.0,0.03356922328148251,0.1,0.0,1.0
15,0,0.538685,False,0.0,0.03409219227467352,0.1,0.0,1.0
16,0,1.033153,False,0.0,0.03462301662905805,0.1,0.0,1.0
17,0,2.667269,False,0.0,0.03516180518521524,0.1,0.0,1.0
18,0,0.719245,False,0.0,0.035708668004732894,0.1,0.0,1.0
19,0,0.236642,False,0.0,0.036263716374648335,0.1,0.0,1.0
20,0,0.913819,False,0.0,0.036827062811560604,0.1,0.0,1.0
21,0,0.148636,False,0.0,0.03739882106539965,0.1,0.0,1.0
22,0,0.378629,False,0.0,0.03797910612283802,0.1,0.0,1.0
23,0,0.159128,False,0.0,0.038568034210330206,0.1,0.0,1.0
24,0,0.310348,False,0.0,0.039165722796764356,0.1,0.0,1.0
25,0,0.451884,False,0.0,0.0397722905957109,0.1,0.0,1.0
26,0,0.208767,False,0.0,0.040387857567251995,0.10000009536743164,0.0,1.0
27,0,0.277441,False,0.0,0.041012544919375574,0.10000009536743164,0.0,1.0
28,0,0.759811,False,0.0,0.041646475108917363,0.10000009536743164,0.0,1.0
29,0,0.284212,False,0.0,0.042289771842033794,0.1,0.0,1.0
30,0,0.38308,False,0.0,0.04294256007418843,0.1,0.0,1.0
31,0,0.216831,False,0.0,0.04360496600963426,0.1,0.0,1.0
32,0,0.064756,False,0.0,0.04427711710037357,0.1,0.0,1.0
33,0,0.807975,False,0.0,0.04495914204457714,0.1,0.0,1.0
34,0,0.314618,False,0.0,0.04565117078444372,0.1,0.0,1.0
35,0,0.108531,False,0.0,0.04635333450348081,0.1,0.0,1.0
36,0,1.028597,False,0.0,0.04706576562318694,0.1,0.0,1.0
37,0,0.860428,False,0.0,0.047788597799115824,0.1,0.0,1.0
38,0,0.649339,False,0.0,0.048521965916301875,0.1,0.0,1.0
39,0,1.265709,False,0.0,0.049266006084026655,0.1,0.0,1.0
40,0,0.645708,False,0.0,0.05002085562990517,0.1,0.0,1.0
41,0,1.076636,False,0.0,0.050786653093270864,0.1,0.0,1.0
42,0,0.221798,False,0.0,0.05156353821783743,0.1,0.0,1.0
43,0,0.20086,False,0.0,0.05235165194361579,0.10000009536743164,0.0,1.0
44,0,0.187042,False,0.0,0.05315113639806372,0.10000009536743164,0.0,1.0
45,0,0.789687,False,0.0,0.053962134886445655,0.10000009536743164,0.0,1.0
46,0,0.561524,False,0.0,0.05478479188137958,0.1,0.0,1.0
47,0,0.421471,False,0.0,0.05561925301154815,0.1,0.0,1.0
48,0,1.33119,False,0.0,0.056465665049550126,0.1,0.0,1.0
49,0,0.862093,False,0.0,0.057324175898868755,0.10000009536743164,0.0,1.0
50,0,0.113371,False,0.0,0.058194934579932675,0.1,0.0,1.0
51,0,0.560013,False,0.0,0.05907809121524554,0.1,0.0,1.0
52,0,0.351694,False,0.0,0.05997379701355929,0.1,0.0,1.0
53,0,0.219777,False,0.0,0.06088220425306674,0.10000009536743164,0.0,1.0
54,0,0.368752,False,0.0,0.06180346626358857,0.10000009536743164,0.0,1.0
55,0,0.093854,False,0.0,0.06273773740772909,0.10000009536743164,0.0,1.0
56,0,0.41996,False,0.0,0.06368517306097612,0.10000009536743164,0.0,1.0
57,0,0.538748,False,0.0,0.06464592959071908,0.10000009536743164,0.0,1.0
58,0,0.11166,False,0.0,0.06562016433415982,0.1,0.0,1.0
59,0,0.566736,False,0.0,0.06660803557509065,0.1,0.0,1.0
60,0,1.61527,False,0.0,0.06760970251951359,0.1,0.0,1.0
61,0,0.577919,False,0.0,0.06862532527007503,0.10000009536743164,0.0,1.0
62,0,0.913441,False,0.0,0.06965506479929011,0.10000009536743164,0.0,1.0
63,0,0.488667,False,0.0,0.07069908292153071,0.10000009536743164,0.0,1.0
64,0,0.211119,False,0.0,0.07175754226375133,0.10000009536743164,0.0,1.0
65,0,0.547747,False,0.0,0.07283060623492708,0.10000009536743164,0.0,1.0
66,0,1.095714,False,0.0,0.07391843899417791,0.10000009536743164,0.0,1.0
67,0,1.285061,False,0.0,0.07502120541755361,0.10000009536743164,0.0,1.0
68,0,1.370703,False,0.0,0.07613907106345413,0.10000009536743164,0.0,1.0
69,0,0.222116,False,0.0,0.07727220213665989,0.1,0.0,1.0
70,0,0.74156,False,0.0,0.07842076545094702,0.1,0.0,1.0
71,0,0.112967,False,0.0,0.07958492839026306,0.1,0.0,1.0
72,0,0.184146,False,0.0,0.08076485886843796,0.1,0.0,1.0
73,0,1.092843,False,0.0,0.08196072528740715,0.1,0.0,1.0
74,0,0.32968,False,0.0,0.08317269649392235,0.1,0.0,1.0
75,0,0.326165,False,0.0,0.08440094173472694,0.1,0.0,1.0
76,0,0.124418,False,0.0,0.08564563061017334,0.1,0.0,1.0
77,0,1.663092,False,0.0,0.08690693302625986,0.1,0.0,1.0
78,0,0.443267,False,0.0,0.08818501914506544,0.1,0.0,1.0
79,0,0.740684,False,0.0,0.0894800593335614,0.1,0.0,1.0
80,0,0.87013,False,0.0,0.09079222411077965,0.1,0.0,1.0
81,0,0.104218,False,0.0,0.09212168409331789,0.1,0.0,1.0
82,0,0.078862,False,0.0,0.09346860993916298,0.1,0.0,1.0
83,0,0.171798,False,0.0,0.09483317228981472,0.1,0.0,1.0
84,0,0.325227,False,0.0,0.09621554171069283,0.1,0.0,1.0
85,0,1.481792,False,0.0,0.09761588862981131,0.1,0.0,1.0
86,0,2.178121,False,0.0,0.0990343832747052,0.1,0.0,1.0
87,0,0.188458,False,0.0,0.10047119560759603,0.1,0.0,1.0
88,0,0.098142,False,0.0,0.10192649525878311,0.1,0.0,1.0
89,0,0.297975,False,0.0,0.10340045145824957,0.1,0.0,1.0
90,0,1.277953,False,0.0,0.10489323296547301,0.1,0.0,1.0
91,0,0.263172,False,0.0,0.1064050079974321,0.1,0.0,1.0
92,0,0.882735,False,0.0,0.10793594415480193,0.1,0.0,1.0
93,0,0.126752,False,0.0,0.1094862083463327,0.1,0.0,1.0
94,0,0.143929,False,0.0,0.11105596671140756,0.10000009536743164,0.0,1.0
95,0,0.322214,False,0.0,0.1126453845407773,0.10000009536743164,0.0,1.0
96,0,0.285162,False,0.0,0.11425462619547148,0.10000009536743164,0.0,1.0
97,0,0.757979,False,0.0,0.11588385502388747,0.10000009536743164,0.0,1.0
98,0,0.705058,False,0.0,0.11753323327706003,0.1,0.0,1.0
99,0,0.675309,False,0.0,0.11920292202211755,0.1,0.0,1.0
100,0,0.864388,False,0.0,0.12089308105393162,0.1,0.0,1.0
101,0,0.178783,False,0.0,0.12260386880496972,0.1,0.0,1.0
102,0,0.166385,False,0.0,0.12433544225336303,0.1,0.0,1.0
103,0,0.236131,False,0.0,0.1260879568292025,0.1,0.0,1.0
104,0,0.118879,False,0.0,0.1278615663190813,0.1,0.0,1.0
105,0,0.624873,False,0.0,0.12965642276890063,0.1,0.0,1.0
106,0,0.425724,False,0.0,0.1314726763849622,0.1,0.0,1.0
107,0,0.083192,False,0.0,0.13331047543337043,0.1,0.0,1.0
108,0,0.321201,False,0.0,0.13516996613777157,0.1,0.0,1.0
109,0,0.257825,False,0.0,0.13705129257545964,0.1,0.0,1.0
110,0,0.132311,False,0.0,0.1389545965718814,0.10000009536743164,0.0,1.0
111,0,0.450445,False,0.0,0.14088001759357577,0.10000009536743164,0.0,1.0
112,0,1.436251,False,0.0,0.14282769263958672,0.10000009536743164,0.0,1.0
113,0,0.850712,False,0.0,0.14479775613139054,0.1,0.0,1.0
114,0,0.395685,False,0.0,0.14679033980138237,0.1,0.0,1.0
115,0,0.248368,False,0.0,0.14880557257997037,0.10000009536743164,0.0,1.0
116,0,0.391997,False,0.0,0.15084358048132776,0.10000009536743164,0.0,1.0
117,0,2.493575,True,0.00847457627118644,0.15290448648785823,0.10000009536743164,0.0,1.0
