domain,karma_pruned_weights,prana_post_boundary,vairagya_protection_frac,buddhi_score_at_boundary,AA,BWT,FWT
1,0,1.0,0.0013918876647949219,0.0,0.0,0.0,0.0
1,0,1.0,0.0012746810913085937,0.0,0.0,0.0,0.0
1,0,1.0,0.00048055648803710935,0.0,0.0,0.0,0.0
1,0,1.0,0.0008581161499023437,0.0,0.0,0.0,0.0
1,0,1.0,0.000806427001953125,0.0,0.0,0.0,0.0
1,0,1.0,0.0009995460510253905,0.0,0.0,0.0,0.0
1,0,1.0,0.0011629104614257813,0.0,0.0,0.0,0.0
1,0,1.0,0.0,0.0,4.35,1.21,0.0
