domain,karma_pruned_weights,prana_post_boundary,vairagya_protection_frac,buddhi_score_at_boundary,AA,BWT,FWT
1,0,1.0,0.02724008560180664,0.0,0.0,0.0,0.0
1,0,1.0,0.026329612731933592,0.0,0.0,0.0,0.0
1,0,1.0,0.01750335693359375,0.0,0.0,0.0,0.0
1,0,1.0,0.014120388031005859,0.0,0.0,0.0,0.0
1,0,1.0,0.010807132720947266,0.0,0.0,0.0,0.0
1,0,1.0,0.021471595764160155,0.0,0.0,0.0,0.0
1,0,1.0,0.02149209976196289,0.0,0.0,0.0,0.0
1,0,1.0,0.010606098175048827,0.0,4.2,1.21,0.0
