domain,karma_pruned_weights,prana_post_boundary,vairagya_protection_frac,buddhi_score_at_boundary,AA,BWT,FWT
1,0,1.0,0.0015471458435058593,0.0,0.0,0.0,0.0
1,0,1.0,0.0011496543884277344,0.0,0.0,0.0,0.0
1,0,1.0,0.0010772705078125,0.0,0.0,0.0,0.0
1,0,1.0,0.0012331962585449218,0.0,0.0,0.0,0.0
1,0,1.0,0.0007720947265625,0.0,0.0,0.0,0.0
1,0,1.0,0.0012187957763671875,0.0,0.0,0.0,0.0
1,0,1.0,0.00165252685546875,0.0,0.0,0.0,0.0
1,0,1.0,0.0006824493408203125,0.0,3.62,0.99,0.0
