domain,karma_pruned_weights,prana_post_boundary,vairagya_protection_frac,buddhi_score_at_boundary,AA,BWT,FWT
1,0,1.0,0.10000009536743164,0.0,0.0,0.0,0.0
1,0,1.0,0.1,0.0,0.0,0.0,0.0
1,0,1.0,0.1,0.0,0.0,0.0,0.0
1,0,1.0,0.1,0.0,0.0,0.0,0.0
1,0,1.0,0.1,0.0,0.0,0.0,0.0
1,0,1.0,0.1,0.0,0.0,0.0,0.0
1,0,1.0,0.1,0.0,0.0,0.0,0.0
1,0,1.0,0.1,0.0,4.58,1.47,0.0
