domain,karma_pruned_weights,prana_post_boundary,vairagya_protection_frac,buddhi_score_at_boundary,AA,BWT,FWT
1,0,1.0,0.001505279541015625,0.0,0.0,0.0,0.0
1,0,1.0,0.001322174072265625,0.0,0.0,0.0,0.0
1,0,1.0,0.001190185546875,0.0,0.0,0.0,0.0
1,0,1.0,0.0012856483459472655,0.0,0.0,0.0,0.0
1,0,1.0,0.0006090164184570313,0.0,0.0,0.0,0.0
1,0,1.0,0.000990009307861328,0.0,0.0,0.0,0.0
1,0,1.0,0.0010631561279296875,0.0,0.0,0.0,0.0
1,0,1.0,0.0008032798767089843,0.0,4.37,1.42,0.0
